"id","name","host_id","neighbourhood","latitude","longitude","room_type","price","number_of_reviews","host_listings","availability","rating","ward","availability_price","number_of_reviews_ltm"
47548923,"Bloomingdale Escape - experience DC as a local",163018744,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91989,-77.01188,"Entire home/apt",115,7,1,80,97,"Ward 5",9200,7
47560691,"Beautiful Brand New Unit",383928857,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90493,-76.98891,"Entire home/apt",115,6,1,87,100,"Ward 5",10005,6
47567774,"CHERRY BLOSSOM VIEWS! Sunbathed Waterfront Studio",88674264,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87964,-77.02475,"Entire home/apt",140,0,1,3,NA,"Ward 6",420,0
47568663,"Private room in Riggs Park (NE DC)",147716131,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96035,-77.00557,"Private room",70,1,1,177,100,"Ward 5",12390,1
47581775,"Newly Renovated, Spacious, Modern Apartment in DC",26877862,"Congress Heights, Bellevue, Washington Highlands",38.82539,-77.00741,"Entire home/apt",60,4,3,139,100,"Ward 8",8340,4
47584906,"Understated & Elegant // Downtown Designer 2-BR Suite",289259344,"Dupont Circle, Connecticut Avenue/K Street",38.90269,-77.03768,"Entire home/apt",169,17,7,150,98,"Ward 2",25350,17
47585660,"The Treasure of Tenley Circle - Walk score of 91",28011820,"Friendship Heights, American University Park, Tenleytown",38.94496,-77.07963,"Entire home/apt",84,0,9,172,NA,"Ward 3",14448,0
47585920,"Deluxe Suite At The Wharf D.C.",114422884,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8785,-77.02336,"Entire home/apt",102,0,1,323,NA,"Ward 6",32946,0
47586265,"Beautiful Luxury apartment Downtown DC",340219003,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89947,-77.01241,"Entire home/apt",91,9,1,185,100,"Ward 2",16835,9
47586278,"Modern garden apartment in the heart of Petworth",2770879,"Brightwood Park, Crestwood, Petworth",38.94149,-77.022,"Entire home/apt",100,1,1,78,100,"Ward 4",7800,1
47591578,"Idyllic island in the heart of Washington",131426756,"Hawthorne, Barnaby Woods, Chevy Chase",38.97035,-77.05629,"Entire home/apt",139,1,2,295,100,"Ward 4",41005,1
47704961,"Cozy 1 BR Apartment in Navy Yard/Capitol Hill",111387653,"Near Southeast, Navy Yard",38.87998,-77.00661,"Entire home/apt",160,21,1,11,100,"Ward 6",1760,21
47705838,"Private, Entire Home, DC, Near Catholic Univ.",384301691,"North Michigan Park, Michigan Park, University Heights",38.94231,-76.97525,"Private room",300,1,3,310,100,"Ward 5",93000,1
47706436,"Completely Private, 2BD, 2BA near Catholic Univ.",384301691,"Woodridge, Fort Lincoln, Gateway",38.94048,-76.97377,"Entire home/apt",179,1,3,363,100,"Ward 5",64977,1
47706660,"Luxury Apartment",53855379,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95731,-77.00179,"Entire home/apt",110,2,1,88,100,"Ward 5",9680,2
47706993,"Charming home. Great location.",95565825,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91416,-77.01286,"Entire home/apt",85,7,1,160,94,"Ward 5",13600,7
47714922,"Private One-Bedroom Condo in Trendy NoMa",61082472,"Union Station, Stanton Park, Kingman Park",38.90505,-76.99577,"Entire home/apt",95,25,1,98,100,"Ward 6",9310,25
47719108,"Luxury Condo near Embassy Row in Washington DC",384361322,"Dupont Circle, Connecticut Avenue/K Street",38.9066,-77.04116,"Entire home/apt",120,0,1,358,NA,"Ward 2",42960,0
47728302,"Northeast DC Private Comfortable Room #1",151272985,"Woodridge, Fort Lincoln, Gateway",38.932,-76.96938,"Private room",60,0,1,89,NA,"Ward 5",5340,0
47729336,"Live + Work + Stay + Easy | 1BR in Washington",359230893,"Near Southeast, Navy Yard",38.87961,-77.00557,"Entire home/apt",126,0,292,360,NA,"Ward 6",45360,0
47737085,"Specious 3 bedroom/2 bath",384617670,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92307,-77.00122,"Entire home/apt",171,7,1,355,89,"Ward 5",60705,7
47741645,"Clean apartment home | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90709,-77.03214,"Entire home/apt",181,0,89,360,NA,"Ward 2",65160,0
47743431,"HUM District Music Guest Suite",19744534,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93285,-77.03006,"Private room",180,0,2,92,NA,"Ward 1",16560,0
47749990,"Classy and Unique home with modern touch!",121586574,"Congress Heights, Bellevue, Washington Highlands",38.83007,-77.01027,"Entire home/apt",140,1,2,0,100,"Ward 8",0,1
47756928,"Stay in a place of your own | Studio in Washington",359230893,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87604,-77.01457,"Entire home/apt",129,0,292,360,NA,"Ward 6",46440,0
47770369,"En suite with Private Bath in Petworth",36086646,"Brightwood Park, Crestwood, Petworth",38.9491,-77.01625,"Private room",35,0,5,359,NA,"Ward 4",12565,0
47770754,"Large, Sunny Bedroom in Petworth",36086646,"Brightwood Park, Crestwood, Petworth",38.94933,-77.01833,"Private room",27,1,5,360,80,"Ward 4",9720,1
47770815,"Convenient Condo in the Heart of DC",250906522,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90386,-76.92391,"Entire home/apt",89,5,3,362,92,"Ward 7",32218,5
47770911,"The Hendrix-Basement Apartment w/Private Parking",36086646,"Brightwood Park, Crestwood, Petworth",38.9495,-77.01793,"Entire home/apt",69,5,5,359,68,"Ward 4",24771,5
47781137,"Basement Apt with Private Entrance/Parking",36086646,"Brightwood Park, Crestwood, Petworth",38.95074,-77.01636,"Entire home/apt",79,8,5,362,83,"Ward 4",28598,8
47785136,"Sunny Stay in DC near Metro w/ 1 BR & 1.5 Baths",36961960,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9584,-76.99289,"Private room",39,0,1,87,NA,"Ward 5",3393,0
47785258,"Large, comfortable 3 bdrm 2.5 bath DC row house",19354321,"Dupont Circle, Connecticut Avenue/K Street",38.91493,-77.04033,"Entire home/apt",200,0,1,136,NA,"Ward 2",27200,0
47787609,"Gorgeous LUXURY condo on 14th st VIEW OF ALL OF DC",377485035,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92189,-77.03139,"Entire home/apt",151,8,1,301,95,"Ward 1",45451,8
47794837,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",209,0,89,361,NA,"Ward 2",75449,0
47802409,"Charming Recently Renovated 1928 Rowhouse in NE DC",147645033,"Union Station, Stanton Park, Kingman Park",38.89634,-76.97313,"Entire home/apt",195,8,1,145,98,"Ward 6",28275,8
47814200,"Clean apartment home | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90709,-77.03214,"Entire home/apt",182,0,89,351,NA,"Ward 2",63882,0
47830427,"Updated 1BR Home in DC Near Georgetown University",48005494,"Georgetown, Burleith/Hillandale",38.91254,-77.06555,"Entire home/apt",151,0,203,345,NA,"Ward 2",52095,0
47830779,"A place of your own | 1BR in Washington",359230893,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90344,-77.01598,"Entire home/apt",117,0,292,295,NA,"Ward 2",34515,0
47832499,"Private Room in Chic 2-Level Apt. in Dupont Circle",102618464,"Dupont Circle, Connecticut Avenue/K Street",38.91201,-77.03732,"Private room",62,5,1,0,100,"Ward 2",0,5
47849796,"Stylish Condo Near Nats Stadium- Parking Included!",331248479,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87014,-76.98964,"Entire home/apt",175,0,1,240,NA,"Ward 7",42000,0
47850781,"Sunny room near Meridian Park",12946512,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92446,-77.03408,"Private room",60,0,2,89,NA,"Ward 1",5340,0
47854686,"Cozy Apartment Close to Downtown D.C",385718685,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90904,-76.98549,"Entire home/apt",69,0,1,78,NA,"Ward 5",5382,0
47857255,"Modern, Sleek Apartment in U Street",249704855,"Howard University, Le Droit Park, Cardozo/Shaw",38.91888,-77.03181,"Entire home/apt",100,0,4,278,NA,"Ward 1",27800,0
47863043,"Modern Condo in Petworth",79931328,"Brightwood Park, Crestwood, Petworth",38.95533,-77.02381,"Entire home/apt",65,1,1,15,100,"Ward 4",975,1
47866463,"Large bedroom with a view",86935757,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92947,-77.0403,"Private room",45,0,2,361,NA,"Ward 1",16245,0
47871334,"Suburban Feel, Right in the City",39850902,"Brightwood Park, Crestwood, Petworth",38.94615,-77.02676,"Entire home/apt",108,2,1,37,80,"Ward 4",3996,2
47872740,"Private Room-Relax, Unplug and Recharge",337020834,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9613,-77.00066,"Private room",43,4,3,0,85,"Ward 5",0,4
47882883,"A place of your own | 1BR in Washington",359230893,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95287,-77.00151,"Entire home/apt",101,0,292,360,NA,"Ward 5",36360,0
47884133,"WASHINGTON D.C.'s BEST-KEPT SECRET",64513110,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85757,-76.95485,"Entire home/apt",85,0,1,111,NA,"Ward 7",9435,0
47893202,"Beautifully Renovated DuPont Circle Studio",52789828,"Dupont Circle, Connecticut Avenue/K Street",38.90917,-77.04879,"Entire home/apt",82,11,6,91,96,"Ward 2",7462,11
47904079,"Upscale and Great Location",386101761,"Shaw, Logan Circle",38.90838,-77.0226,"Private room",99,4,40,42,95,"Ward 2",4158,4
47904846,"Upscale and Great Location",386101761,"Shaw, Logan Circle",38.90787,-77.02255,"Private room",98,4,40,37,100,"Ward 2",3626,4
47905401,"Upscale and Great Location",386101761,"Shaw, Logan Circle",38.90958,-77.02488,"Private room",98,5,40,42,96,"Ward 2",4116,5
47906665,"Beautifully Renovated DuPont Circle Two Bedroom",52789828,"West End, Foggy Bottom, GWU",38.90785,-77.04768,"Entire home/apt",99,10,6,50,98,"Ward 2",4950,10
47907049,"Stylish Studio Sleeps 3 ✫ 1 block to U Street & Close to Dupont Circle",386054308,"Dupont Circle, Connecticut Avenue/K Street",38.91698,-77.03556,"Entire home/apt",80,13,1,145,97,"Ward 2",11600,13
47921622,"Sojourn on R #302",39930655,"Dupont Circle, Connecticut Avenue/K Street",38.91392,-77.04048,"Entire home/apt",91,0,125,365,NA,"Ward 2",33215,0
47937671,"Separate apartment in Adams-Morgan",5588137,"Kalorama Heights, Adams Morgan, Lanier Heights",38.921,-77.0378,"Entire home/apt",102,3,1,27,100,"Ward 1",2754,3
47949791,"Upscale and Great Location",386101761,"Shaw, Logan Circle",38.90813,-77.02253,"Private room",98,3,40,0,93,"Ward 2",0,3
47950445,"Comforts of home | 1BR in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92046,-77.03152,"Entire home/apt",241,0,89,361,NA,"Ward 1",87001,0
47950478,"Upscale and Great Location",386101761,"Shaw, Logan Circle",38.90973,-77.0229,"Private room",98,1,40,42,80,"Ward 2",4116,1
47952346,"Upscale and Great Location",386101761,"Shaw, Logan Circle",38.90906,-77.02473,"Private room",98,1,40,42,20,"Ward 2",4116,1
47953499,"NW DC 30 Day Stays Studio",377087580,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90505,-77.02966,"Entire home/apt",105,0,6,0,NA,"Ward 2",0,0
47953500,"NW DC 30 Day Stays Studio",377087580,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90367,-77.02801,"Entire home/apt",115,1,6,0,60,"Ward 2",0,1
47953501,"NW DC 30 Day Stays One Bedroom",377087580,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90519,-77.0288,"Entire home/apt",106,0,6,0,NA,"Ward 2",0,0
47953535,"Walter Convention Center Apartments 30 Day Stays Two Bedroom",377087580,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90232,-77.02126,"Entire home/apt",117,0,6,289,NA,"Ward 2",33813,0
47953812,"Walter Convention Center Apartments 30 Day Stays Two Bedroom",377087580,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90547,-77.02077,"Entire home/apt",117,0,6,306,NA,"Ward 2",35802,0
47953898,"NW DC 30 Day Stays Studio",377087580,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90526,-77.03021,"Entire home/apt",115,0,6,0,NA,"Ward 2",0,0
47962156,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",181,0,89,360,NA,"Ward 2",65160,0
47962222,"Sunny two bedroom near Meridian Hill Park!",12946512,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92617,-77.03343,"Entire home/apt",95,0,2,67,NA,"Ward 1",6365,0
47962755,"Modernist Studio on DC’s Hottest Block. PARKING!",386610352,"Dupont Circle, Connecticut Avenue/K Street",38.91109,-77.03506,"Entire home/apt",102,19,4,1,100,"Ward 2",102,19
47965462,"Posh 2 Bed/2 Bath near Boiling AFB/DC",7100311,"Congress Heights, Bellevue, Washington Highlands",38.8463,-77.00076,"Entire home/apt",140,1,3,344,100,"Ward 8",48160,1
47965628,"A place of your own | 1BR in Washington",359230893,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90344,-77.01598,"Entire home/apt",116,0,292,360,NA,"Ward 2",41760,0
47966821,"N/A",36086646,"Congress Heights, Bellevue, Washington Highlands",38.84155,-76.99516,"Private room",2500,0,5,90,NA,"Ward 8",225000,0
47974993,"ENTIRE 2nd Floor of Shared Townhouse - 2 beds 2 ba",26260784,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96375,-77.00675,"Private room",125,0,1,0,NA,"Ward 5",0,0
47976480,"Modernist PH Studio on DC’s Hottest Block! PARKNG!",386610352,"Shaw, Logan Circle",38.91132,-77.03321,"Entire home/apt",110,22,4,1,99,"Ward 2",110,22
47978456,"𓃡Pets𓃠Welcome★Capitol Hill★42""RokuTV★WalkScore98",487806,"Union Station, Stanton Park, Kingman Park",38.89256,-76.99827,"Entire home/apt",115,2,31,0,100,"Ward 6",0,2
47979139,"𓃡Pets𓃠Welcome★Capitol Hill★42""RokuTV★WalkScore98",487806,"Capitol Hill, Lincoln Park",38.89149,-76.9961,"Entire home/apt",115,2,31,0,100,"Ward 6",0,2
47979261,"Private Furnished Master Bedroom",25105489,"Union Station, Stanton Park, Kingman Park",38.90227,-76.99408,"Private room",50,0,2,89,NA,"Ward 6",4450,0
47979697,"𓃡Pets𓃠Welcome★DupontCircle★42""RokuTV★WalkScore98",487806,"Dupont Circle, Connecticut Avenue/K Street",38.90864,-77.04691,"Entire home/apt",68,1,31,0,100,"Ward 2",0,1
47980480,"Convenient & Comfy Futon in Open Space",337020834,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96322,-77.00137,"Shared room",26,1,3,89,20,"Ward 5",2314,1
47989899,"Private room in Classic Bloomingdale townhome with fenced patio",375204509,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91422,-77.00772,"Private room",75,0,34,0,NA,"Ward 5",0,0
47989924,"Private room in Classic Bloomingdale townhome with fenced patio",375204509,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91442,-77.00815,"Private room",77,0,34,0,NA,"Ward 5",0,0
47989927,"Private room in Classic Bloomingdale townhome with fenced patio",375204509,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91588,-77.00765,"Private room",84,0,34,358,NA,"Ward 5",30072,0
47990347,"3BR/2 Full Bath DC Gem that Sleeps 10!!",38618744,"Woodridge, Fort Lincoln, Gateway",38.93711,-76.97279,"Entire home/apt",175,7,1,108,100,"Ward 5",18900,7
47991451,"Luxe Private Getaway in the Heart of Capitol Hill!",181205324,"Capitol Hill, Lincoln Park",38.88444,-77.00396,"Entire home/apt",95,1,2,163,20,"Ward 6",15485,1
47992072,"Quiet & Cozy Studio Unbeatable location",21570891,"Georgetown, Burleith/Hillandale",38.90717,-77.06198,"Entire home/apt",111,7,6,80,94,"Ward 2",8880,7
47993440,"Relax in comfort | 2BR in Washington",359230893,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91899,-77.00104,"Entire home/apt",157,0,292,360,NA,"Ward 5",56520,0
47997474,"Million Dollar Views | Georgetown |Prime Location",8139997,"Georgetown, Burleith/Hillandale",38.90365,-77.06652,"Entire home/apt",444,5,1,360,88,"Ward 2",159840,5
48005928,"Comforts of home | 1BR in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92046,-77.03152,"Entire home/apt",240,0,89,2,NA,"Ward 1",480,0
48006329,"Cozy private bedroom in DuPont and Adams Morgan",69114317,"Dupont Circle, Connecticut Avenue/K Street",38.91588,-77.04118,"Private room",60,0,1,231,NA,"Ward 2",13860,0
48010456,"Completely Private, 1BD&1BA, near Catholic Univ.",384301691,"North Michigan Park, Michigan Park, University Heights",38.94091,-76.9733,"Entire home/apt",125,1,3,289,100,"Ward 5",36125,1
48011200,"NEW Modern 2BR Condo by H ST Corridor, Capitol #6",46582948,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90212,-76.97655,"Entire home/apt",228,0,34,180,NA,"Ward 5",41040,0
48013378,"Private room in Beautiful Adams Morgan home with lovely back deck",375204509,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91927,-77.03989,"Private room",92,0,34,0,NA,"Ward 1",0,0
48017062,"Luxury English Basement Apartment 1 Block To Metro",6642935,"Capitol Hill, Lincoln Park",38.88853,-76.97795,"Entire home/apt",149,5,1,113,100,"Ward 6",16837,5
48017116,"2 Min Walk to Metro, 2 Bedroom Ground Level Apt",382697037,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90427,-77.02133,"Entire home/apt",112,11,1,13,96,"Ward 2",1456,11
48017228,"Gorgeous Townhouse in the Heart of Logan Circle",94211763,"Dupont Circle, Connecticut Avenue/K Street",38.91397,-77.03492,"Entire home/apt",400,2,1,0,100,"Ward 2",0,2
48023553,"Spacious One Bedroom Apartment in the Heart of DC",19156783,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92821,-77.053,"Entire home/apt",70,0,1,199,NA,"Ward 3",13930,0
48024189,"Clean apartment home | 2BR in Washington",368944610,"Shaw, Logan Circle",38.90709,-77.03214,"Entire home/apt",247,0,89,343,NA,"Ward 2",84721,0
48024228,"Entire apartment for you | Studio in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",168,0,89,360,NA,"Ward 1",60480,0
48028712,"A place of your own | 1BR in Washington",359230893,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95287,-77.00151,"Entire home/apt",116,0,292,360,NA,"Ward 5",41760,0
48029085,"The Dupont Diamond",2944360,"Dupont Circle, Connecticut Avenue/K Street",38.91602,-77.03967,"Entire home/apt",127,0,1,301,NA,"Ward 2",38227,0
48030204,"A place of your own | 1BR in Washington",359230893,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90344,-77.01598,"Entire home/apt",114,0,292,360,NA,"Ward 2",41040,0
48031818,"A place of your own | 1BR in Washington",359230893,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95287,-77.00151,"Entire home/apt",115,0,292,327,NA,"Ward 5",37605,0
48035364,"Cozy Sunny Renovated Studio with private entrance",55049955,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91086,-77.01302,"Entire home/apt",78,0,1,365,NA,"Ward 5",28470,0
48039251,"Stylish DC Condo for the Grown, Sexy, and Cool ✨",43027965,"Brightwood Park, Crestwood, Petworth",38.95548,-77.02288,"Entire home/apt",180,10,2,357,90,"Ward 4",64260,10
48039578,"Luxurious Townhouse with large backyard in Shaw",7630547,"Shaw, Logan Circle",38.91101,-77.02022,"Entire home/apt",150,0,2,3,NA,"Ward 2",450,0
48039918,"DC highlight - apt near H st and other attractions",235217043,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90438,-76.98435,"Entire home/apt",85,3,1,128,93,"Ward 5",10880,3
48051955,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",174,0,89,360,NA,"Ward 2",62640,0
48051956,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",181,0,89,344,NA,"Ward 2",62264,0
